ACH_ID,Sample Name,Gene,Score,Classification
ACH-000001,NIHOVCAR3_OVARY,ACAP1,-0.0231632260570381,ecDNA Present
ACH-000001,NIHOVCAR3_OVARY,ACAP1,-0.0231632260570381,ecDNA Present
ACH-000012,HCC827_LUNG,ACAP1,-0.2389631881558831,ecDNA Present
ACH-000012,HCC827_LUNG,ACAP1,-0.2389631881558831,ecDNA Present
ACH-000012,HCC827_LUNG,ACAP1,-0.2389631881558831,ecDNA Present
ACH-000012,HCC827_LUNG,ACAP1,-0.2389631881558831,ecDNA Present
ACH-000019,MCF7_BREAST,ACAP1,-0.0252283768830061,ecDNA Present
ACH-000019,MCF7_BREAST,ACAP1,-0.0252283768830061,ecDNA Present
ACH-000019,MCF7_BREAST,ACAP1,-0.0252283768830061,ecDNA Present
ACH-000019,MCF7_BREAST,ACAP1,-0.0252283768830061,ecDNA Present
ACH-000019,MCF7_BREAST,ACAP1,-0.0252283768830061,ecDNA Present
ACH-000021,NCIH1693_LUNG,ACAP1,-0.0145972895229442,ecDNA Present
ACH-000021,NCIH1693_LUNG,ACAP1,-0.0145972895229442,ecDNA Present
ACH-000021,NCIH1693_LUNG,ACAP1,-0.0145972895229442,ecDNA Present
ACH-000047,GCIY_STOMACH,ACAP1,-0.0847849096489593,ecDNA Present
ACH-000047,GCIY_STOMACH,ACAP1,-0.0847849096489593,ecDNA Present
ACH-000053,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACAP1,-0.0259708190612179,ecDNA Present
ACH-000090,PC3_PROSTATE,ACAP1,-0.0658460861812705,ecDNA Present
ACH-000090,PC3_PROSTATE,ACAP1,-0.0658460861812705,ecDNA Present
ACH-000090,PC3_PROSTATE,ACAP1,-0.0658460861812705,ecDNA Present
ACH-000090,PC3_PROSTATE,ACAP1,-0.0658460861812705,ecDNA Present
ACH-000097,ZR751_BREAST,ACAP1,0.0085490487790569,ecDNA Present
ACH-000111,HCC1187_BREAST,ACAP1,0.0838983547412967,ecDNA Present
ACH-000111,HCC1187_BREAST,ACAP1,0.0838983547412967,ecDNA Present
ACH-000111,HCC1187_BREAST,ACAP1,0.0838983547412967,ecDNA Present
ACH-000120,CHP212_AUTONOMIC_GANGLIA,ACAP1,-0.1755702987659259,ecDNA Present
ACH-000132,JHOS2_OVARY,ACAP1,-0.0348704695133684,ecDNA Present
ACH-000132,JHOS2_OVARY,ACAP1,-0.0348704695133684,ecDNA Present
ACH-000144,RERFGC1B_STOMACH,ACAP1,0.0170924159491745,ecDNA Present
ACH-000144,RERFGC1B_STOMACH,ACAP1,0.0170924159491745,ecDNA Present
ACH-000146,THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACAP1,-0.118782882897802,ecDNA Present
ACH-000146,THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACAP1,-0.118782882897802,ecDNA Present
ACH-000147,T47D_BREAST,ACAP1,-0.068767702855985,ecDNA Present
ACH-000159,OSRC2_KIDNEY,ACAP1,-0.053112107614918,ecDNA Present
ACH-000163,SW579_THYROID,ACAP1,0.0743142356827956,ecDNA Present
ACH-000163,SW579_THYROID,ACAP1,0.0743142356827956,ecDNA Present
ACH-000187,CORL311_LUNG,ACAP1,-0.0033367848830984,ecDNA Present
ACH-000187,CORL311_LUNG,ACAP1,-0.0033367848830984,ecDNA Present
ACH-000187,CORL311_LUNG,ACAP1,-0.0033367848830984,ecDNA Present
ACH-000192,MFE280_ENDOMETRIUM,ACAP1,0.0260251031529194,ecDNA Present
ACH-000192,MFE280_ENDOMETRIUM,ACAP1,0.0260251031529194,ecDNA Present
ACH-000192,MFE280_ENDOMETRIUM,ACAP1,0.0260251031529194,ecDNA Present
ACH-000192,MFE280_ENDOMETRIUM,ACAP1,0.0260251031529194,ecDNA Present
ACH-000192,MFE280_ENDOMETRIUM,ACAP1,0.0260251031529194,ecDNA Present
ACH-000192,MFE280_ENDOMETRIUM,ACAP1,0.0260251031529194,ecDNA Present
ACH-000192,MFE280_ENDOMETRIUM,ACAP1,0.0260251031529194,ecDNA Present
ACH-000192,MFE280_ENDOMETRIUM,ACAP1,0.0260251031529194,ecDNA Present
ACH-000192,MFE280_ENDOMETRIUM,ACAP1,0.0260251031529194,ecDNA Present
ACH-000192,MFE280_ENDOMETRIUM,ACAP1,0.0260251031529194,ecDNA Present
ACH-000192,MFE280_ENDOMETRIUM,ACAP1,0.0260251031529194,ecDNA Present
ACH-000192,MFE280_ENDOMETRIUM,ACAP1,0.0260251031529194,ecDNA Present
ACH-000192,MFE280_ENDOMETRIUM,ACAP1,0.0260251031529194,ecDNA Present
ACH-000212,CAL120_BREAST,ACAP1,-0.1068345848825934,ecDNA Present
ACH-000212,CAL120_BREAST,ACAP1,-0.1068345848825934,ecDNA Present
ACH-000212,CAL120_BREAST,ACAP1,-0.1068345848825934,ecDNA Present
ACH-000212,CAL120_BREAST,ACAP1,-0.1068345848825934,ecDNA Present
ACH-000223,HCC1937_BREAST,ACAP1,-0.0085925951912002,ecDNA Present
ACH-000232,U251MG_CENTRAL_NERVOUS_SYSTEM,ACAP1,0.0575109578507963,ecDNA Present
ACH-000232,U251MG_CENTRAL_NERVOUS_SYSTEM,ACAP1,0.0575109578507963,ecDNA Present
ACH-000243,DANG_PANCREAS,ACAP1,-0.2355187247135428,ecDNA Present
ACH-000243,DANG_PANCREAS,ACAP1,-0.2355187247135428,ecDNA Present
ACH-000248,AU565_BREAST,ACAP1,0.1174291624985206,ecDNA Present
ACH-000248,AU565_BREAST,ACAP1,0.1174291624985206,ecDNA Present
ACH-000248,AU565_BREAST,ACAP1,0.1174291624985206,ecDNA Present
ACH-000253,COLO201_LARGE_INTESTINE,ACAP1,0.0206108930611563,ecDNA Present
ACH-000253,COLO201_LARGE_INTESTINE,ACAP1,0.0206108930611563,ecDNA Present
ACH-000257,CORL279_LUNG,ACAP1,-0.1603659815096768,ecDNA Present
ACH-000257,CORL279_LUNG,ACAP1,-0.1603659815096768,ecDNA Present
ACH-000264,CALU6_LUNG,ACAP1,-0.1376574320675856,ecDNA Present
ACH-000276,HCC38_BREAST,ACAP1,-0.1982219492764726,ecDNA Present
ACH-000276,HCC38_BREAST,ACAP1,-0.1982219492764726,ecDNA Present
ACH-000276,HCC38_BREAST,ACAP1,-0.1982219492764726,ecDNA Present
ACH-000277,HCC1419_BREAST,ACAP1,-0.1628415625954746,ecDNA Present
ACH-000277,HCC1419_BREAST,ACAP1,-0.1628415625954746,ecDNA Present
ACH-000277,HCC1419_BREAST,ACAP1,-0.1628415625954746,ecDNA Present
ACH-000291,OV90_OVARY,ACAP1,-0.1016211315760195,ecDNA Present
ACH-000293,KLE_ENDOMETRIUM,ACAP1,-0.0399425555555905,ecDNA Present
ACH-000311,NCIH2122_LUNG,ACAP1,-0.3033989802188927,ecDNA Present
ACH-000330,EFM19_BREAST,ACAP1,-0.1048055614912787,ecDNA Present
ACH-000330,EFM19_BREAST,ACAP1,-0.1048055614912787,ecDNA Present
ACH-000330,EFM19_BREAST,ACAP1,-0.1048055614912787,ecDNA Present
ACH-000335,MSTO211H_PLEURA,ACAP1,0.1145855090960198,ecDNA Present
ACH-000355,NCIH82_LUNG,ACAP1,0.1636667524928388,ecDNA Present
ACH-000355,NCIH82_LUNG,ACAP1,0.1636667524928388,ecDNA Present
ACH-000356,MKN45_STOMACH,ACAP1,-0.127174579362391,ecDNA Present
ACH-000356,MKN45_STOMACH,ACAP1,-0.127174579362391,ecDNA Present
ACH-000376,SF295_CENTRAL_NERVOUS_SYSTEM,ACAP1,-0.1426964520841864,ecDNA Present
ACH-000395,NCIH520_LUNG,ACAP1,-0.19507618356097,ecDNA Present
ACH-000395,NCIH520_LUNG,ACAP1,-0.19507618356097,ecDNA Present
ACH-000395,NCIH520_LUNG,ACAP1,-0.19507618356097,ecDNA Present
ACH-000408,TE5_OESOPHAGUS,ACAP1,-0.1165174803220192,ecDNA Present
ACH-000408,TE5_OESOPHAGUS,ACAP1,-0.1165174803220192,ecDNA Present
ACH-000408,TE5_OESOPHAGUS,ACAP1,-0.1165174803220192,ecDNA Present
ACH-000422,SNU475_LIVER,ACAP1,-0.0287709274618713,ecDNA Present
ACH-000431,NCIH1694_LUNG,ACAP1,-0.2234954843395936,ecDNA Present
ACH-000431,NCIH1694_LUNG,ACAP1,-0.2234954843395936,ecDNA Present
ACH-000433,CAKI1_KIDNEY,ACAP1,0.0268583306922047,ecDNA Present
ACH-000444,LU99_LUNG,ACAP1,0.0112966202094005,ecDNA Present
ACH-000454,HCC95_LUNG,ACAP1,0.1179813492472907,ecDNA Present
ACH-000454,HCC95_LUNG,ACAP1,0.1179813492472907,ecDNA Present
ACH-000454,HCC95_LUNG,ACAP1,0.1179813492472907,ecDNA Present
ACH-000463,NCIH460_LUNG,ACAP1,0.014541362411776,ecDNA Present
ACH-000473,RT112_URINARY_TRACT,ACAP1,0.1041903624111801,ecDNA Present
ACH-000481,NCIH2170_LUNG,ACAP1,-0.0348545556674935,ecDNA Present
ACH-000481,NCIH2170_LUNG,ACAP1,-0.0348545556674935,ecDNA Present
ACH-000483,SNU182_LIVER,ACAP1,-0.2245817984439279,ecDNA Present
ACH-000483,SNU182_LIVER,ACAP1,-0.2245817984439279,ecDNA Present
ACH-000488,TE11_OESOPHAGUS,ACAP1,-0.1002509543030048,ecDNA Present
ACH-000496,NCIH1792_LUNG,ACAP1,-0.0767319962246077,ecDNA Present
ACH-000496,NCIH1792_LUNG,ACAP1,-0.0767319962246077,ecDNA Present
ACH-000496,NCIH1792_LUNG,ACAP1,-0.0767319962246077,ecDNA Present
ACH-000496,NCIH1792_LUNG,ACAP1,-0.0767319962246077,ecDNA Present
ACH-000507,KE39_STOMACH,ACAP1,-0.0967843345326026,ecDNA Present
ACH-000514,NCIH1092_LUNG,ACAP1,-0.1156177865578719,ecDNA Present
ACH-000520,59M_OVARY,ACAP1,-0.1780898447484027,ecDNA Present
ACH-000520,59M_OVARY,ACAP1,-0.1780898447484027,ecDNA Present
ACH-000521,NCIH2030_LUNG,ACAP1,-0.1640266312502934,ecDNA Present
ACH-000525,NCIH2171_LUNG,ACAP1,-0.051694766282945,ecDNA Present
ACH-000525,NCIH2171_LUNG,ACAP1,-0.051694766282945,ecDNA Present
ACH-000528,ABC1_LUNG,ACAP1,-0.0095866405872974,ecDNA Present
ACH-000528,ABC1_LUNG,ACAP1,-0.0095866405872974,ecDNA Present
ACH-000554,UACC893_BREAST,ACAP1,0.1741274552828867,ecDNA Present
ACH-000554,UACC893_BREAST,ACAP1,0.1741274552828867,ecDNA Present
ACH-000559,NCIH1836_LUNG,ACAP1,0.0429412084678713,ecDNA Present
ACH-000563,EBC1_LUNG,ACAP1,0.0019521437614336,ecDNA Present
ACH-000581,SNU16_STOMACH,ACAP1,-0.1274057118940706,ecDNA Present
ACH-000589,NCIH1437_LUNG,ACAP1,-0.0582508002444736,ecDNA Present
ACH-000608,COV644_OVARY,ACAP1,0.0287105278059343,ecDNA Present
ACH-000614,RVH421_SKIN,ACAP1,7.410050944721414e-05,ecDNA Present
ACH-000616,HS746T_STOMACH,ACAP1,-0.1518356351183949,ecDNA Present
ACH-000616,HS746T_STOMACH,ACAP1,-0.1518356351183949,ecDNA Present
ACH-000616,HS746T_STOMACH,ACAP1,-0.1518356351183949,ecDNA Present
ACH-000620,JHH1_LIVER,ACAP1,-0.0798377760174813,ecDNA Present
ACH-000621,MDAMB157_BREAST,ACAP1,0.007745472381686,ecDNA Present
ACH-000633,FU97_STOMACH,ACAP1,-0.0492355713104699,ecDNA Present
ACH-000637,KYSE520_OESOPHAGUS,ACAP1,0.037128425647776,ecDNA Present
ACH-000637,KYSE520_OESOPHAGUS,ACAP1,0.037128425647776,ecDNA Present
ACH-000637,KYSE520_OESOPHAGUS,ACAP1,0.037128425647776,ecDNA Present
ACH-000647,TE1_OESOPHAGUS,ACAP1,-0.1835081231180328,ecDNA Present
ACH-000652,SUIT2_PANCREAS,ACAP1,-0.0672349675468549,ecDNA Present
ACH-000662,CORL23_LUNG,ACAP1,-0.1912941026207557,ecDNA Present
ACH-000662,CORL23_LUNG,ACAP1,-0.1912941026207557,ecDNA Present
ACH-000662,CORL23_LUNG,ACAP1,-0.1912941026207557,ecDNA Present
ACH-000665,SKMES1_LUNG,ACAP1,-0.0326427437857981,ecDNA Present
ACH-000666,NCIH1355_LUNG,ACAP1,0.0417647164790795,ecDNA Present
ACH-000666,NCIH1355_LUNG,ACAP1,0.0417647164790795,ecDNA Present
ACH-000666,NCIH1355_LUNG,ACAP1,0.0417647164790795,ecDNA Present
ACH-000667,HCC44_LUNG,ACAP1,-0.1977345352385381,ecDNA Present
ACH-000693,KYSE180_OESOPHAGUS,ACAP1,-0.0318585004648299,ecDNA Present
ACH-000696,OVCAR8_OVARY,ACAP1,-0.0470650846247345,ecDNA Present
ACH-000696,OVCAR8_OVARY,ACAP1,-0.0470650846247345,ecDNA Present
ACH-000696,OVCAR8_OVARY,ACAP1,-0.0470650846247345,ecDNA Present
ACH-000696,OVCAR8_OVARY,ACAP1,-0.0470650846247345,ecDNA Present
ACH-000696,OVCAR8_OVARY,ACAP1,-0.0470650846247345,ecDNA Present
ACH-000696,OVCAR8_OVARY,ACAP1,-0.0470650846247345,ecDNA Present
ACH-000697,A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACAP1,-0.0860264350634388,ecDNA Present
ACH-000697,A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACAP1,-0.0860264350634388,ecDNA Present
ACH-000698,DMS53_LUNG,ACAP1,-0.0252129816773229,ecDNA Present
ACH-000704,OAW42_OVARY,ACAP1,0.0435128812861564,ecDNA Present
ACH-000713,CAOV3_OVARY,ACAP1,-0.0809999107307175,ecDNA Present
ACH-000713,CAOV3_OVARY,ACAP1,-0.0809999107307175,ecDNA Present
ACH-000719,RMGI_OVARY,ACAP1,-0.0633191488179262,ecDNA Present
ACH-000719,RMGI_OVARY,ACAP1,-0.0633191488179262,ecDNA Present
ACH-000719,RMGI_OVARY,ACAP1,-0.0633191488179262,ecDNA Present
ACH-000719,RMGI_OVARY,ACAP1,-0.0633191488179262,ecDNA Present
ACH-000719,RMGI_OVARY,ACAP1,-0.0633191488179262,ecDNA Present
ACH-000719,RMGI_OVARY,ACAP1,-0.0633191488179262,ecDNA Present
ACH-000719,RMGI_OVARY,ACAP1,-0.0633191488179262,ecDNA Present
ACH-000724,HT1376_URINARY_TRACT,ACAP1,-0.140956419577326,ecDNA Present
ACH-000724,HT1376_URINARY_TRACT,ACAP1,-0.140956419577326,ecDNA Present
ACH-000724,HT1376_URINARY_TRACT,ACAP1,-0.140956419577326,ecDNA Present
ACH-000725,HCC202_BREAST,ACAP1,0.0419484075617463,ecDNA Present
ACH-000725,HCC202_BREAST,ACAP1,0.0419484075617463,ecDNA Present
ACH-000725,HCC202_BREAST,ACAP1,0.0419484075617463,ecDNA Present
ACH-000725,HCC202_BREAST,ACAP1,0.0419484075617463,ecDNA Present
ACH-000725,HCC202_BREAST,ACAP1,0.0419484075617463,ecDNA Present
ACH-000738,GB1_CENTRAL_NERVOUS_SYSTEM,ACAP1,0.0262895313919221,ecDNA Present
ACH-000747,NCIH1703_LUNG,ACAP1,-0.1279198088819302,ecDNA Present
ACH-000756,GI1_CENTRAL_NERVOUS_SYSTEM,ACAP1,-0.1977954396681413,ecDNA Present
ACH-000756,GI1_CENTRAL_NERVOUS_SYSTEM,ACAP1,-0.1977954396681413,ecDNA Present
ACH-000758,MKN74_STOMACH,ACAP1,-0.0638877376981315,ecDNA Present
ACH-000767,NCIH526_LUNG,ACAP1,-0.1196474898135558,ecDNA Present
ACH-000767,NCIH526_LUNG,ACAP1,-0.1196474898135558,ecDNA Present
ACH-000777,KYSE30_OESOPHAGUS,ACAP1,-0.1005927403481502,ecDNA Present
ACH-000777,KYSE30_OESOPHAGUS,ACAP1,-0.1005927403481502,ecDNA Present
ACH-000777,KYSE30_OESOPHAGUS,ACAP1,-0.1005927403481502,ecDNA Present
ACH-000777,KYSE30_OESOPHAGUS,ACAP1,-0.1005927403481502,ecDNA Present
ACH-000777,KYSE30_OESOPHAGUS,ACAP1,-0.1005927403481502,ecDNA Present
ACH-000783,CAMA1_BREAST,ACAP1,-0.039339744756009,ecDNA Present
ACH-000784,KYSE70_OESOPHAGUS,ACAP1,-0.0596000216674809,ecDNA Present
ACH-000784,KYSE70_OESOPHAGUS,ACAP1,-0.0596000216674809,ecDNA Present
ACH-000793,KATOIII_STOMACH,ACAP1,-0.0709161784105832,ecDNA Present
ACH-000793,KATOIII_STOMACH,ACAP1,-0.0709161784105832,ecDNA Present
ACH-000800,NCIH446_LUNG,ACAP1,-0.0034878157250169,ecDNA Present
ACH-000809,KYSE410_OESOPHAGUS,ACAP1,-0.1490856559919777,ecDNA Present
ACH-000809,KYSE410_OESOPHAGUS,ACAP1,-0.1490856559919777,ecDNA Present
ACH-000809,KYSE410_OESOPHAGUS,ACAP1,-0.1490856559919777,ecDNA Present
ACH-000809,KYSE410_OESOPHAGUS,ACAP1,-0.1490856559919777,ecDNA Present
ACH-000809,KYSE410_OESOPHAGUS,ACAP1,-0.1490856559919777,ecDNA Present
ACH-000811,SKOV3_OVARY,ACAP1,-0.015762717836941,ecDNA Present
ACH-000811,SKOV3_OVARY,ACAP1,-0.015762717836941,ecDNA Present
ACH-000811,SKOV3_OVARY,ACAP1,-0.015762717836941,ecDNA Present
ACH-000811,SKOV3_OVARY,ACAP1,-0.015762717836941,ecDNA Present
ACH-000839,SCABER_URINARY_TRACT,ACAP1,-0.0632898458997009,ecDNA Present
ACH-000843,HARA_LUNG,ACAP1,-0.0308886598618209,ecDNA Present
ACH-000843,HARA_LUNG,ACAP1,-0.0308886598618209,ecDNA Present
ACH-000843,HARA_LUNG,ACAP1,-0.0308886598618209,ecDNA Present
ACH-000843,HARA_LUNG,ACAP1,-0.0308886598618209,ecDNA Present
ACH-000847,HGC27_STOMACH,ACAP1,-0.2042654116418744,ecDNA Present
ACH-000847,HGC27_STOMACH,ACAP1,-0.2042654116418744,ecDNA Present
ACH-000847,HGC27_STOMACH,ACAP1,-0.2042654116418744,ecDNA Present
ACH-000848,JHH7_LIVER,ACAP1,-0.1500692978062176,ecDNA Present
ACH-000848,JHH7_LIVER,ACAP1,-0.1500692978062176,ecDNA Present
ACH-000853,NCIH661_LUNG,ACAP1,-0.0962915402183944,ecDNA Present
ACH-000858,KNS62_LUNG,ACAP1,-0.135317925700108,ecDNA Present
ACH-000859,HCC1954_BREAST,ACAP1,-0.1376432895299534,ecDNA Present
ACH-000859,HCC1954_BREAST,ACAP1,-0.1376432895299534,ecDNA Present
ACH-000859,HCC1954_BREAST,ACAP1,-0.1376432895299534,ecDNA Present
ACH-000860,NCIH358_LUNG,ACAP1,0.0547657356292465,ecDNA Present
ACH-000865,KYSE450_OESOPHAGUS,ACAP1,-0.0005758347252524,ecDNA Present
ACH-000865,KYSE450_OESOPHAGUS,ACAP1,-0.0005758347252524,ecDNA Present
ACH-000867,CHAGOK1_LUNG,ACAP1,-0.0861165630038196,ecDNA Present
ACH-000871,NCIH510_LUNG,ACAP1,0.0214906848997889,ecDNA Present
ACH-000871,NCIH510_LUNG,ACAP1,0.0214906848997889,ecDNA Present
ACH-000871,NCIH510_LUNG,ACAP1,0.0214906848997889,ecDNA Present
ACH-000871,NCIH510_LUNG,ACAP1,0.0214906848997889,ecDNA Present
ACH-000871,NCIH510_LUNG,ACAP1,0.0214906848997889,ecDNA Present
ACH-000871,NCIH510_LUNG,ACAP1,0.0214906848997889,ecDNA Present
